"","Z"
"5727",3.843
"5728",3.838
"5729",4.38
"5730",4.757
"5731",4.134
"5732",3.198
"5733",4.022
"5734",4.126
"5735",4.379
"5736",4.514
"5737",4.717
"5738",4.74
"5739",1.533
"5743",3.854
"5744",4.425
"5745",4.706
"5746",4.593
"5747",4.75
"5748",4.267
"5749",2.835
"5750",4.18
"5751",4.448
"5752",4.383
"5753",4.316
"5754",4.105
"5755",4.188
"5756",3.853
"5757",1.097
"5758",2.754
"5759",3.84
"5760",4.5
"5761",4.109
"5762",4.016
"5763",4.518
"5764",4.575
"5765",4.305
"5766",4.159
"5767",4.055
"5768",3.809
"5769",3.587
"5770",3.992
"5771",3.48
"5772",3.869
"5773",4.465
"5774",5.099
"5775",5.484
"5776",5.123
"5777",4.068
"5778",1.379
"5779",3.184
"5780",1.967
"5781",3.741
"5782",3.811
"5783",4.043
"5784",4.317
"5785",4.017
"5786",1.731
"5787",1.092
"5788",3.634
"5789",4.235
"5790",1.339
"5791",2.627
"5792",4.019
"5793",3.601
"5794",3.48
"5795",3.442
"5796",4.147
"5797",5.187
"5798",5.229
"5799",4.927
"5800",4.255
"5801",3.752
"5802",3.263
"5803",3.967
"5804",4.392
"5805",4.972
"5806",5.119
"5807",4.735
"5808",3.39
"5809",4.047
"5810",4.115
"5811",3.696
"5812",4.265
"5813",4.392
"5814",3.649
"5815",4.099
"5816",4.235
"5817",4.283
"5818",4.227
"5819",4.551
"5820",4.689
"5821",0.997
"5825",4.297
"5826",3.841
"5827",4.309
"5828",4.887
"5829",3.978
"5830",2.894
"5831",1.225
"5832",3.117
"5833",3.883
"5834",5.27
"5835",4.935
"5836",4.891
"5837",4.426
"5838",4.003
"5839",2.861
"5840",2.117
"5841",3.21
"5842",5.008
"5843",5.262
"5844",4.534
"5845",4.594
"5846",4.588
"5847",4.001
"5848",4.034
"5849",4.197
"5850",4.312
"5851",4.17
"5852",3.994
"5853",4.296
"5854",4.299
"5855",4.753
"5856",5.003
"5857",5.351
"5858",4.267
"5859",4.928
"5860",3.958
"5861",2.74
"5862",0.814
"5863",3.901
"5864",4.417
"5865",5.017
"5866",5.025
"5867",4.585
"5868",2.517
"5869",0.892
"5870",3.128
"5871",3.369
"5872",3.729
"5873",4.095
"5874",4.598
"5875",4.182
"5876",1.464
"5877",3.168
"5878",3.661
"5879",4.597
"5880",4.588
"5881",4.529
"5882",4.234
"5883",3.237
"5884",3.026
"5885",3.999
"5886",4.958
"5887",5.078
"5888",5.237
"5889",4.773
"5890",4.438
"5891",3.851
"5892",3.019
"5893",3.139
"5894",3.813
"5895",4.472
"5896",4.089
"5897",4.778
"5898",4.632
"5899",4.33
"5900",4.232
"5901",4.156
"5902",4.395
"5907",4.015
"5908",3.724
"5909",3.794
"5910",4.12
"5911",4
"5912",3.752
"5913",3.993
"5914",3.505
"5915",3.026
"5916",3.593
"5917",4.929
"5918",4.617
"5919",4.122
"5920",3.973
"5921",2.48
"5922",3.665
"5923",3.545
"5924",4.727
"5925",4.862
"5926",5.059
"5927",4.958
"5928",4.856
"5929",4.378
"5930",3.568
"5931",3.519
"5932",4.473
"5933",4.518
"5934",4.884
"5935",4.741
"5936",3.972
"5937",2.695
"5938",4.298
"5939",4.942
"5940",4.549
"5941",4.207
"5942",4.279
"5943",3.899
"5944",3.964
"5945",4.028
"5946",4.624
"5947",5.137
"5948",5.187
"5949",4.628
"5950",3.458
"5951",1.814
"5952",3.149
"5953",3.582
"5954",4.059
"5955",4.875
"5956",5.104
"5957",4.627
"5958",4.349
"5959",4.082
"5960",4.079
"5961",4.137
"5962",4.465
"5963",4.458
"5964",4.544
"5965",3.922
"5966",3.742
"5967",4.254
"5968",4.569
"5969",4.814
"5970",4.926
"5971",4.97
"5972",4.495
"5973",3.414
"5974",2.597
"5975",3.046
"5976",3.513
"5977",4.381
"5978",4.306
"5979",4.259
"5980",4.407
"5981",4.079
"5982",3.939
"5983",3.662
"5984",4.176
"5989",4.002
"5990",3.677
"5991",3.587
"5992",4.105
"5993",4.406
"5994",4.488
"5995",4.047
"5996",3.6
"5997",2.524
"5998",3.302
"5999",3.585
"6000",4.7
"6001",4.844
"6002",4.681
"6003",5.138
"6004",4.911
"6005",4.362
"6006",4.636
"6007",4.837
"6008",4.583
"6009",4.651
"6010",4.896
"6011",4.049
"6012",3.749
"6013",4.01
"6014",4.308
"6015",4.528
"6016",4.692
"6017",4.824
"6018",3.62
"6019",1.584
"6020",4.109
"6021",4.506
"6022",4.787
"6023",3.866
"6024",4.725
"6025",5.06
"6026",5.114
"6027",4.885
"6028",3.669
"6029",4.237
"6030",3.742
"6031",4.632
"6032",4.017
"6033",2.737
"6034",2.799
"6035",1.915
"6036",2.923
"6037",4.986
"6038",4.835
"6039",4.254
"6040",4.68
"6041",4.328
"6042",4
"6043",3.872
"6044",3.607
"6045",4.251
"6046",4.597
"6047",4.375
"6048",4.389
"6049",4.607
"6050",5.311
"6051",4.255
"6052",4.199
"6053",4.002
"6054",4.205
"6055",3.838
"6056",2.87
"6057",3.281
"6058",3.747
"6059",4.165
"6060",4.335
"6061",4.295
"6062",4.317
"6063",4.068
"6064",3.885
"6065",3.707
"6066",3.798
"6071",4.064
"6072",4.361
"6073",3.918
"6074",4.154
"6075",4.797
"6076",3.912
"6077",3.878
"6078",3.398
"6079",2.231
"6080",1.647
"6081",3.432
"6082",4.205
"6083",4.94
"6084",5.342
"6085",5.329
"6086",5.334
"6087",4.779
"6088",4.602
"6089",4.486
"6090",4.047
"6091",3.949
"6092",4.027
"6093",3.704
"6094",3.615
"6095",4.03
"6096",4.429
"6097",4.491
"6098",4.611
"6099",4.866
"6100",4.894
"6101",4.284
"6102",4.127
"6103",1.293
"6104",4.064
"6105",5.315
"6106",5.416
"6107",5.472
"6108",6.011
"6109",5.17
"6110",3.691
"6111",3.446
"6112",1.238
"6113",3.873
"6114",3.925
"6115",3.146
"6116",1.341
"6117",0.229
"6118",1.415
"6119",4.403
"6120",4.603
"6121",4.869
"6122",4.844
"6123",4.503
"6124",4.163
"6125",4.129
"6126",4.105
"6127",4.194
"6128",4.406
"6129",4.679
"6130",4.692
"6131",3.511
"6132",2.757
"6133",3.155
"6134",3.506
"6135",3.727
"6136",3.752
"6137",3.878
"6138",2.895
"6139",3.075
"6140",3.448
"6141",3.809
"6142",4.301
"6143",4.123
"6144",4.256
"6145",4.14
"6146",4.086
"6147",2.854
"6148",3.512
"6153",4.454
"6154",5.56
"6155",4.838
"6156",4.465
"6157",4.24
"6158",4.025
"6159",3.716
"6160",2.703
"6161",1.593
"6162",0.33
"6163",2.764
"6164",4.141
"6165",5.117
"6166",5.383
"6167",4.72
"6168",5.432
"6169",4.681
"6170",4.559
"6171",1.248
"6172",4.457
"6173",4.585
"6174",4.636
"6175",4.394
"6176",3.741
"6177",4.32
"6178",4.196
"6179",4.289
"6180",4.759
"6181",4.597
"6182",4.713
"6183",4.235
"6184",3.961
"6185",4.343
"6186",4.431
"6187",5.01
"6188",5.618
"6189",5.829
"6190",5.795
"6191",5.835
"6192",4.759
"6193",3.323
"6194",2.716
"6195",2.502
"6196",3.582
"6197",3.832
"6198",4.248
"6199",2.798
"6200",2.758
"6201",3.463
"6202",4.63
"6203",4.697
"6204",4.764
"6205",4.612
"6206",4.429
"6207",4.293
"6208",4.121
"6209",4.446
"6210",4.859
"6211",4.595
"6212",2.863
"6213",3.112
"6214",0.187
"6215",3.072
"6216",3.145
"6217",3.953
"6218",3.807
"6219",3.01
"6220",1.24
"6221",3.516
"6222",3.513
"6223",4.088
"6224",4.334
"6225",1.81
"6226",1.088
"6227",2.879
"6228",4.29
"6229",0.981
"6230",2.285
"6235",6.199
"6236",6.143
"6237",3.814
"6238",2.522
"6239",4.464
"6240",4.303
"6241",3.845
"6242",3.223
"6243",2.679
"6244",2.579
"6245",3.137
"6246",2.836
"6247",4.932
"6248",5.511
"6249",5.039
"6250",5.036
"6251",4.585
"6252",4.804
"6253",4.319
"6254",4.394
"6255",4.754
"6256",4.864
"6257",4.717
"6258",4.677
"6259",4.088
"6260",3.83
"6261",3.927
"6262",3.877
"6263",3.711
"6264",4.168
"6265",4.078
"6266",4.314
"6267",3.951
"6268",3.984
"6269",5.06
"6270",5.262
"6271",5.696
"6272",5.11
"6273",5.631
"6274",5.12
"6275",3.774
"6276",3.658
"6277",3.683
"6278",4.105
"6279",4.59
"6280",4.934
"6281",4.812
"6282",4.467
"6283",4.122
"6284",3.833
"6285",4.242
"6286",4.714
"6287",4.934
"6288",5.062
"6289",4.641
"6290",4.699
"6291",4.899
"6292",4.414
"6293",4.185
"6294",1.953
"6295",3.071
"6296",2.732
"6297",3.72
"6298",3.666
"6299",4.585
"6300",4.103
"6301",4.558
"6302",4.324
"6303",3.971
"6304",3.147
"6305",3.56
"6306",3.899
"6307",3.574
"6308",3.921
"6309",4.336
"6310",4.547
"6311",2.78
"6312",3.446
"6317",6.176
"6318",5.774
"6319",5.547
"6320",3.158
"6321",3.334
"6322",3.59
"6323",3.609
"6324",3.951
"6325",4.172
"6326",3.988
"6327",4.038
"6328",3.511
"6329",4.004
"6330",4.611
"6331",5.028
"6332",5.013
"6333",4.835
"6334",5.063
"6335",4.971
"6336",4.772
"6337",4.563
"6338",5.123
"6339",4.594
"6340",4.402
"6341",4.544
"6342",4.123
"6343",3.323
"6344",0.909
"6345",3.576
"6346",4.311
"6347",4.503
"6348",4.511
"6349",4.182
"6350",4.267
"6351",4.594
"6352",4.514
"6353",4.862
"6354",4.554
"6355",5.033
"6356",5.174
"6357",4.341
"6358",3.955
"6359",4.453
"6360",4.365
"6361",4.851
"6362",4.896
"6363",4.54
"6364",3.88
"6365",3.612
"6366",1.469
"6367",3.786
"6368",4.871
"6369",5.174
"6370",5.176
"6371",5.043
"6372",5.067
"6373",4.621
"6374",3.997
"6375",3.597
"6376",3.888
"6377",5.107
"6378",4.641
"6379",4.353
"6380",4.471
"6381",4.26
"6382",3.965
"6383",3.949
"6384",4.084
"6385",4.192
"6386",2.967
"6387",3.356
"6388",2.769
"6389",2.838
"6390",3.721
"6391",4.101
"6392",4.336
"6393",3.864
"6394",1.259
"6399",5.825
"6400",5.419
"6401",5.492
"6402",4.786
"6403",3.008
"6404",2.717
"6405",3.331
"6406",4.765
"6407",5.037
"6408",4.848
"6409",4.386
"6410",2.709
"6411",4.023
"6412",4.445
"6413",4.764
"6414",4.944
"6415",5.094
"6416",5.204
"6417",5.079
"6418",3.954
"6419",3.625
"6420",4.679
"6421",4.634
"6422",2.271
"6423",3.034
"6424",3.987
"6425",3.69
"6426",3.793
"6427",4.297
"6428",4.76
"6429",4.838
"6430",4.646
"6431",4.466
"6432",4.46
"6433",4.515
"6434",4.323
"6435",4.509
"6436",4.322
"6437",4.292
"6438",4.463
"6439",4.99
"6440",4.844
"6441",4.635
"6442",4.427
"6443",4.536
"6444",4.769
"6445",4.54
"6446",4.426
"6447",4.1
"6448",1.628
"6449",1.641
"6450",4.501
"6451",4.997
"6452",5.312
"6453",5.464
"6454",4.998
"6455",4.67
"6456",3.319
"6457",3.759
"6458",4.424
"6459",4.915
"6460",4.905
"6461",4.907
"6462",4.678
"6463",4.095
"6464",3.541
"6465",3.339
"6466",3.895
"6467",3.228
"6468",3.779
"6469",3.562
"6470",3.069
"6471",3.319
"6472",4.331
"6473",4.686
"6474",4.555
"6475",4.603
"6476",4.182
"6481",4.983
"6482",4.935
"6483",4.5
"6484",2.188
"6485",1.852
"6486",2.193
"6487",3.668
"6488",5.106
"6489",5.273
"6490",5.364
"6491",5.386
"6492",5.533
"6493",4.945
"6494",3.992
"6495",4.531
"6496",4.774
"6497",5.161
"6498",5.151
"6499",4.937
"6500",4.471
"6501",3.601
"6502",3.165
"6503",4.021
"6504",0.937
"6505",3.669
"6506",4.107
"6507",3.929
"6508",3.473
"6509",4.093
"6510",4.443
"6511",4.783
"6512",4.808
"6513",4.864
"6514",4.657
"6515",4.304
"6516",4.271
"6517",4.305
"6518",4.585
"6519",5.137
"6520",4.232
"6521",5.442
"6522",2.625
"6523",2.724
"6524",3.682
"6525",4.083
"6526",4.938
"6527",4.923
"6528",4.963
"6529",4.996
"6530",3.785
"6531",0.81
"6532",2.491
"6533",4.907
"6534",4.977
"6535",5.505
"6536",5.275
"6537",4.615
"6538",3.384
"6539",3.868
"6540",3.962
"6541",4.227
"6542",4.455
"6543",4.92
"6544",4.879
"6545",4.238
"6546",3.261
"6547",2.585
"6548",3.49
"6549",3.728
"6550",3.759
"6551",0.205
"6552",2.996
"6553",3.74
"6554",4.08
"6555",4.583
"6556",4.547
"6557",4.551
"6558",4.178
"6563",3.475
"6564",4.018
"6565",3.066
"6566",1.029
"6567",0.872
"6568",2.597
"6569",2.757
"6570",5.204
"6571",4.945
"6572",4.916
"6573",4.449
"6574",4.462
"6575",3.381
"6576",3.325
"6577",4.021
"6578",4.573
"6579",4.973
"6580",4.845
"6581",4.85
"6582",4.619
"6583",3.545
"6584",0.223
"6585",2.401
"6586",3.32
"6587",3.938
"6588",4.433
"6589",4.876
"6590",4.792
"6591",3.253
"6592",4.361
"6593",4.526
"6594",4.201
"6595",4.415
"6596",4.363
"6597",4.393
"6598",4.056
"6599",3.825
"6600",4.5
"6601",4.645
"6602",4.516
"6603",5.129
"6604",5.118
"6605",3.64
"6606",3.434
"6607",4.228
"6608",5.259
"6609",4.998
"6610",4.784
"6611",5.065
"6612",5.146
"6613",2.604
"6614",1.539
"6615",4.186
"6616",4.439
"6617",4.815
"6618",4.724
"6619",4.446
"6620",4.189
"6621",4.307
"6622",4.038
"6623",4.302
"6624",5.056
"6625",4.974
"6626",4.918
"6627",4.072
"6628",2.223
"6629",2.055
"6630",3.387
"6631",4.93
"6632",4.215
"6633",3.737
"6634",4.107
"6635",4.361
"6636",3.887
"6637",1.888
"6638",4.353
"6639",4.073
"6640",4.741
"6645",3.721
"6646",3.18
"6647",4.139
"6648",3.494
"6649",2.122
"6650",3.706
"6651",2.741
"6652",3.897
"6653",4.358
"6654",4.211
"6655",3.867
"6656",2.847
"6657",3.003
"6658",3.025
"6659",3.228
"6660",3.763
"6661",4.342
"6662",4.424
"6663",4.688
"6664",5
"6665",4.374
"6666",3.201
"6667",3.512
"6668",3.823
"6669",4.202
"6670",4.169
"6671",4.741
"6672",4.656
"6673",3.393
"6674",4.001
"6675",4.224
"6676",4.132
"6677",4.189
"6678",4.195
"6679",4.068
"6680",3.981
"6681",2.887
"6682",3.612
"6683",4.301
"6684",4.624
"6685",4.492
"6686",4.937
"6687",3.553
"6688",2.311
"6689",3.112
"6690",5.147
"6691",4.947
"6692",4.819
"6693",4.483
"6694",4.428
"6695",4.529
"6696",0.662
"6697",2.929
"6698",4.209
"6699",4.322
"6700",4.615
"6701",5.045
"6702",4.24
"6703",4.198
"6704",3.872
"6705",4.444
"6706",4.948
"6707",4.067
"6708",1.978
"6709",4.173
"6710",2.275
"6711",3.107
"6712",4.337
"6713",4.773
"6714",4.82
"6715",4.803
"6716",5.111
"6717",4.985
"6718",3.003
"6719",3.745
"6720",4.112
"6721",3.707
"6722",3.973
"6727",3.968
"6728",2.405
"6729",4.596
"6730",4.509
"6731",4.569
"6732",4.175
"6733",3.555
"6734",2.557
"6735",3.517
"6736",3.75
"6737",4.052
"6738",3.988
"6739",3.854
"6740",3.613
"6741",3.908
"6742",3.998
"6743",3.987
"6744",3.794
"6745",4.34
"6746",4.601
"6747",3.754
"6748",3.3
"6749",3.703
"6750",3.732
"6751",4.199
"6752",4.111
"6753",4.554
"6754",4.032
"6755",3.594
"6756",3.602
"6757",3.948
"6758",3.383
"6759",4.169
"6760",4.386
"6761",4.43
"6762",4.633
"6763",2.651
"6764",2.563
"6765",3.325
"6766",3.883
"6767",4.33
"6768",4.657
"6769",2.724
"6770",2.925
"6771",2.249
"6772",4.494
"6773",5.376
"6774",4.946
"6775",4.321
"6776",4.347
"6777",2.957
"6778",3.399
"6779",4.125
"6780",4.217
"6781",4.427
"6782",4.614
"6783",5.014
"6784",1.412
"6785",3.038
"6786",3.635
"6787",3.754
"6788",4.376
"6789",4.35
"6790",4.466
"6791",4.372
"6792",3.634
"6793",3.703
"6794",3.902
"6795",4.258
"6796",4.85
"6797",4.989
"6798",4.722
"6799",3.786
"6800",3.598
"6801",2.995
"6802",3.479
"6803",3.834
"6804",4.569
"6809",4.215
"6810",0.762
"6811",3.857
"6812",3.672
"6813",4.337
"6814",4.026
"6815",3.568
"6816",2.85
"6817",2.131
"6818",4.353
"6819",4.823
"6820",4.381
"6821",4.194
"6822",4.103
"6823",4.065
"6824",3.733
"6825",3.425
"6826",3.243
"6827",3.255
"6828",3.878
"6829",3.515
"6830",3.619
"6831",3.884
"6832",3.57
"6833",3.73
"6834",3.689
"6835",3.544
"6836",3.424
"6837",4.007
"6838",3.858
"6839",3.446
"6840",3.185
"6841",3.834
"6842",4.753
"6843",1.903
"6844",4.645
"6845",3.947
"6846",3.37
"6847",2.983
"6848",3.367
"6849",3.596
"6850",4.253
"6851",4.647
"6852",4.341
"6853",3.309
"6854",4.75
"6855",5.182
"6856",4.762
"6857",4.144
"6858",4.08
"6859",3.986
"6860",4.296
"6861",4.606
"6862",4.839
"6863",5.156
"6864",5.342
"6865",2.877
"6866",2.699
"6867",3.413
"6868",3.861
"6869",3.982
"6870",3.604
"6871",3.746
"6872",4.039
"6873",4.315
"6874",4.736
"6875",4.724
"6876",3.42
"6877",4.285
"6878",4.719
"6879",4.772
"6880",3.306
"6881",1.001
"6882",1.959
"6883",2.257
"6884",2.749
"6885",3.925
"6886",4.294
"6891",4.42
"6892",3.466
"6893",3.586
"6894",3.294
"6895",3.307
"6896",3.095
"6897",2.383
"6898",1.138
"6899",2.509
"6900",4.375
"6901",4.721
"6902",4.72
"6903",3.892
"6904",4.361
"6905",3.748
"6906",3.49
"6907",1.298
"6908",0.752
"6909",1.891
"6910",3.044
"6911",3.803
"6912",3.874
"6913",3.873
"6914",3.528
"6915",3.155
"6916",3.204
"6917",2.946
"6918",2.993
"6919",3.143
"6920",3.227
"6921",3.129
"6922",3.301
"6923",4.226
"6924",4.509
"6925",4.608
"6926",4.771
"6927",4.784
"6928",1.473
"6929",2.73
"6930",2.757
"6931",3.996
"6932",4.114
"6933",4.912
"6934",3.251
"6935",3.894
"6936",3.946
"6937",3.682
"6938",4.135
"6939",4.54
"6940",3.63
"6941",3.226
"6942",3.791
"6943",4.475
"6944",4.355
"6945",2.525
"6946",4.96
"6947",5.201
"6948",5.14
"6949",4.58
"6950",4.198
"6951",3.443
"6952",2.904
"6953",4.012
"6954",4.42
"6955",4.825
"6956",4.898
"6957",4.688
"6958",3.999
"6959",3.792
"6960",4.305
"6961",4.244
"6962",4.317
"6963",3.183
"6964",3.477
"6965",3.056
"6966",2.499
"6967",3.81
"6968",4.338
"6973",4.26
"6974",3.314
"6975",2.851
"6976",3.233
"6977",3.898
"6978",4.174
"6979",4.233
"6980",3.015
"6981",4.395
"6982",3.902
"6983",3.595
"6984",4.157
"6985",4.156
"6986",4.039
"6987",3.708
"6988",3.62
"6989",3.096
"6990",1.492
"6991",2.044
"6992",2.903
"6993",4.083
"6994",4.016
"6995",3.814
"6996",3.457
"6997",3.177
"6998",3.541
"6999",3.56
"7000",3.567
"7001",3.765
"7002",4.229
"7003",4.432
"7004",3.595
"7005",2.428
"7006",0.763
"7007",3.088
"7008",4.377
"7009",4.421
"7010",3.884
"7011",1.996
"7012",2.718
"7013",3.885
"7014",4.809
"7015",5.214
"7016",4.178
"7017",5.702
"7018",3.885
"7019",3.223
"7020",3.699
"7021",4.048
"7022",1.503
"7023",2.89
"7024",4.341
"7025",4.344
"7026",2.754
"7027",0.721
"7028",4.158
"7029",4.334
"7030",4.538
"7031",4.498
"7032",4.464
"7033",4.275
"7034",3.668
"7035",3.69
"7036",4.543
"7037",5.149
"7038",4.973
"7039",4.641
"7040",3.181
"7041",3.18
"7042",3.361
"7043",3.415
"7044",4.114
"7045",4.404
"7046",3.924
"7047",3.462
"7048",3.78
"7049",4.101
"7050",1.305
"7055",4.1
"7056",1.74
"7057",2.606
"7058",3.643
"7059",4.198
"7060",4.393
"7061",4.886
"7062",4.521
"7063",4.22
"7064",3.873
"7065",3.157
"7066",3.942
"7067",4.18
"7068",4.286
"7069",4.356
"7070",4.277
"7071",3.496
"7072",2.873
"7073",2.383
"7074",3.106
"7075",4.13
"7076",4.549
"7077",4.011
"7078",3.78
"7079",4.106
"7080",3.121
"7081",3.481
"7082",4.196
"7083",4.499
"7084",4.964
"7085",5.339
"7086",4.427
"7087",3.173
"7088",2.767
"7089",3.14
"7090",3.51
"7091",3.985
"7092",3.453
"7093",1.441
"7094",2.838
"7095",3.867
"7096",4.615
"7097",5.012
"7098",5.244
"7099",5.027
"7100",3.772
"7101",3.692
"7102",3.873
"7103",4.331
"7104",2.406
"7105",4.147
"7106",4.668
"7107",4.344
"7108",3.428
"7109",2.807
"7110",2.721
"7111",4.017
"7112",4.72
"7113",4.784
"7114",4.696
"7115",4.415
"7116",4.035
"7117",3.847
"7118",3.927
"7119",4.892
"7120",4.614
"7121",4.676
"7122",3.994
"7123",3.468
"7124",2.416
"7125",2.755
"7126",3.186
"7127",4.326
"7128",4.333
"7129",4.153
"7130",4.178
"7131",4.242
"7132",2.419
"7137",3.028
"7138",0.657
"7139",2.094
"7140",3.955
"7141",4.095
"7142",4.524
"7143",4.952
"7144",4.758
"7145",4.303
"7146",4.21
"7147",3.573
"7148",2.762
"7149",3.896
"7150",4.292
"7151",4.412
"7152",4.765
"7153",3.983
"7154",3.129
"7155",3.691
"7156",3.616
"7157",3.607
"7158",3.612
"7159",3.93
"7160",4.178
"7161",4.366
"7162",3.603
"7163",4.171
"7164",4.476
"7165",4.804
"7166",5.217
"7167",5.415
"7168",4.34
"7169",3.887
"7170",2.432
"7171",2.342
"7172",2.872
"7173",3.634
"7174",0.695
"7175",3.292
"7176",2.232
"7177",3.22
"7178",4.334
"7179",4.406
"7180",3.873
"7181",4.635
"7182",4.03
"7183",4.076
"7184",3.917
"7185",4.127
"7186",4.908
"7187",4.342
"7188",4.464
"7189",4.668
"7190",4.151
"7191",3.569
"7192",3.326
"7193",3.931
"7194",4.679
"7195",5.108
"7196",4.638
"7197",5.249
"7198",4.589
"7199",3.916
"7200",3.232
"7201",4.6
"7202",4.349
"7203",4.181
"7204",3.942
"7205",3.522
"7206",3.471
"7207",2.845
"7208",2.281
"7209",4.138
"7210",4.676
"7211",4.399
"7212",3.798
"7213",2.011
"7214",2.027
"7219",2.579
"7220",1.588
"7221",2.039
"7222",3.122
"7223",3.849
"7224",3.899
"7225",4.167
"7226",4.814
"7227",4.716
"7228",4.596
"7229",3.287
"7230",2.166
"7231",1.502
"7232",4.166
"7233",4.407
"7234",4.484
"7235",4.312
"7236",4.264
"7237",3.956
"7238",3.711
"7239",3.597
"7240",3.522
"7241",4
"7242",4.189
"7243",4.552
"7244",4.191
"7245",3.861
"7246",3.897
"7247",4.168
"7248",4.654
"7249",4.627
"7250",3.866
"7251",3.562
"7252",2.561
"7253",1.815
"7254",2.839
"7255",3.927
"7256",4.325
"7257",4.849
"7258",3.299
"7259",3.627
"7260",3.588
"7261",2.57
"7262",2.245
"7263",4.611
"7264",4.402
"7265",4.349
"7266",4.209
"7267",4.441
"7268",4.813
"7269",4.096
"7270",4.101
"7271",4.495
"7272",4.276
"7273",3.687
"7274",3.281
"7275",3.612
"7276",3.601
"7277",5.218
"7278",5.083
"7279",5.391
"7280",5.081
"7281",4.534
"7282",2.951
"7283",1.775
"7284",4.009
"7285",3.637
"7286",2.284
"7287",2.132
"7288",4.392
"7289",3.365
"7290",2.225
"7291",3.543
"7292",3.912
"7293",3.633
"7294",3.44
"7295",1.494
"7296",2.219
"7301",2.792
"7302",2.969
"7303",2.929
"7304",2.916
"7305",3.41
"7306",2.601
"7307",3.846
"7308",4.759
"7309",4.139
"7310",2.455
"7311",0.61
"7312",2.524
"7313",3.597
"7314",4.054
"7315",4.162
"7316",4.197
"7317",4.79
"7318",4.763
"7319",4.257
"7320",3.577
"7321",3.163
"7322",3.295
"7323",4.316
"7324",4.437
"7325",5.407
"7326",4.682
"7327",3.962
"7328",4.226
"7329",4.002
"7330",4.425
"7331",4.499
"7332",1.394
"7333",2.194
"7334",2.692
"7335",2.398
"7336",3.581
"7337",3.692
"7338",4.492
"7339",4.652
"7340",4.271
"7341",2.576
"7342",2.974
"7343",2.46
"7344",2.814
"7345",4.551
"7346",4.63
"7347",4.799
"7348",4.648
"7349",4.427
"7350",4.182
"7351",3.874
"7352",3.502
"7353",3.816
"7354",3.943
"7355",4.109
"7356",3.415
"7357",1.425
"7358",0.768
"7359",3.933
"7360",4.57
"7361",5.041
"7362",4.109
"7363",4.382
"7364",3.95
"7365",3.191
"7366",3.879
"7367",3.699
"7368",3.941
"7369",4.285
"7370",4.419
"7371",4.272
"7372",4.35
"7373",3.55
"7374",3.664
"7375",3.43
"7376",3.331
"7377",1.108
"7378",2.412
"7383",2.906
"7384",3.309
"7385",3.535
"7386",3.368
"7387",2.48
"7388",2.831
"7389",2.926
"7390",3.217
"7391",3.13
"7392",3.416
"7393",3.636
"7394",3.429
"7395",4.183
"7396",4.241
"7397",4.151
"7398",4.158
"7399",4.083
"7400",1.908
"7401",3.952
"7402",3.206
"7403",2.326
"7404",2.906
"7405",3.753
"7406",4.154
"7407",4.54
"7408",4.758
"7409",4.307
"7410",4.588
"7411",3.798
"7412",4.349
"7413",4.653
"7414",1.52
"7415",3.863
"7416",3.779
"7417",4.596
"7418",2.709
"7419",2.479
"7420",4.071
"7421",4.475
"7422",4.252
"7423",3.348
"7424",3.018
"7425",2.555
"7426",3.754
"7427",4.569
"7428",5.177
"7429",5.079
"7430",4.56
"7431",4.295
"7432",4.18
"7433",3.746
"7434",3.344
"7435",3.453
"7436",4.292
"7437",5.06
"7438",4.882
"7439",3.463
"7440",1.386
"7441",2.82
"7442",4.253
"7443",3.251
"7444",3.285
"7445",4.042
"7446",3.165
"7447",4.662
"7448",3.59
"7449",3.335
"7450",4.189
"7451",4.493
"7452",4.06
"7453",4.014
"7454",3.859
"7455",2.259
"7456",1.993
"7457",3.79
"7458",3.441
"7459",2.267
"7460",3.92
"7465",3.086
"7466",3.463
"7467",3.712
"7468",3.791
"7469",0.641
"7470",2.878
"7471",2.848
"7472",2.779
"7473",3.384
"7474",3.61
"7475",3.935
"7476",3.829
"7477",4.025
"7478",3.961
"7479",3.663
"7480",3.305
"7481",3.266
"7482",3.389
"7483",3.283
"7484",3.368
"7485",2.684
"7486",1.955
"7487",2.852
"7488",4.521
"7489",4.545
"7490",4.903
"7491",4.649
"7492",3.689
"7493",3.823
"7494",4.33
"7495",4.775
"7496",4.558
"7497",4.401
"7498",4.299
"7499",4.391
"7500",2.845
"7501",2.195
"7502",3.503
"7503",4.362
"7504",4.24
"7505",3.99
"7506",3.815
"7507",3.43
"7508",3.752
"7509",4.654
"7510",5.112
"7511",5.09
"7512",4.611
"7513",3.898
"7514",4.089
"7515",3.476
"7516",2.673
"7517",4.665
"7518",4.708
"7519",5.195
"7520",4.589
"7521",4.187
"7522",3.194
"7523",3.079
"7524",0.965
"7525",1.193
"7526",4.083
"7527",4.571
"7528",4.501
"7529",4.989
"7530",3.689
"7531",3.046
"7532",3.627
"7533",3.848
"7534",3.487
"7535",3.553
"7536",3.609
"7537",2.151
"7538",1.184
"7539",3.906
"7540",2.644
"7541",5.035
"7542",4.129
"7547",3.267
"7548",3.636
"7549",3.68
"7550",2.809
"7551",3.464
"7552",2.655
"7553",2.913
"7554",3.137
"7555",3.708
"7556",3.964
"7557",3.686
"7558",3.717
"7559",3.999
"7560",3.999
"7561",3.535
"7562",2.694
"7563",1.676
"7564",4.185
"7565",4.819
"7566",4.312
